"initial_alias","converted_alias","name","description","namespace"
"APEX1","5DFI","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","5DFJ","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","5DG0","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","5WN0","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","5WN1","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","5WN2","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","5WN3","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","5WN4","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","5WN5","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6BOQ","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6BOR","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6BOS","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6BOT","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6BOU","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6BOV","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6BOW","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6MK3","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6MKK","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6MKM","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6MKO","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6P93","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6P94","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6W0Q","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6W2P","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6W3L","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6W3N","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6W3Q","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6W3U","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6W43","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6W4I","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","6W4T","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","7LPG","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","7LPH","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","7LPI","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","7LPJ","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","7MCR","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","7MEV","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"API5","3U0R","API5","apoptosis inhibitor 5 [Source:HGNC Symbol;Acc:HGNC:594]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"API5","3V6A","API5","apoptosis inhibitor 5 [Source:HGNC Symbol;Acc:HGNC:594]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"API5","6L4O","API5","apoptosis inhibitor 5 [Source:HGNC Symbol;Acc:HGNC:594]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APOBEC3C","3VM8","APOBEC3C","apolipoprotein B mRNA editing enzyme catalytic subunit 3C [Source:HGNC Symbol;Acc:HGNC:17353]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APOBEC3C","3VOW","APOBEC3C","apolipoprotein B mRNA editing enzyme catalytic subunit 3C [Source:HGNC Symbol;Acc:HGNC:17353]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APTX","None","None","None",""
"AQR","4PJ3","AQR","aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AQR","5MQF","AQR","aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AQR","5XJC","AQR","aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AQR","5YZG","AQR","aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AQR","5Z56","AQR","aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AQR","5Z57","AQR","aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AQR","6FF7","AQR","aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AQR","6ICZ","AQR","aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AQR","6ID0","AQR","aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AQR","6ID1","AQR","aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AQR","6QDV","AQR","aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AQR","7A5P","AQR","aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AQR","7ABI","AQR","aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF1","1IAP","ARHGEF1","Rho guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:681]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF1","1SHZ","ARHGEF1","Rho guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:681]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF1","3AB3","ARHGEF1","Rho guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:681]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF1","3ODO","ARHGEF1","Rho guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:681]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF1","3ODW","ARHGEF1","Rho guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:681]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF1","3ODX","ARHGEF1","Rho guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:681]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF1","3P6A","ARHGEF1","Rho guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:681]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF2","5EFX","ARHGEF2","Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASCC1","None","None","None",""
"ATP5F1A","None","None","None",""
"ATP5F1C","None","None","None",""
"ATXN2L","None","None","None",""
"AUH","1HZD","AUH","AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AUH","2ZQQ","AUH","AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AUH","2ZQR","AUH","AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BARD1","1JM7","BARD1","BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BARD1","2NTE","BARD1","BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BARD1","2R1Z","BARD1","BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BARD1","3C5R","BARD1","BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BARD1","3FA2","BARD1","BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BARD1","6M14","BARD1","BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BARD1","7E8I","BARD1","BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BARD1","7JZV","BARD1","BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BARD1","7LYB","BARD1","BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BARD1","7LYC","BARD1","BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BAZ1A","5UIY","BAZ1A","bromodomain adjacent to zinc finger domain 1A [Source:HGNC Symbol;Acc:HGNC:960]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCCIP","7KYQ","BCCIP","BRCA2 and CDKN1A interacting protein [Source:HGNC Symbol;Acc:HGNC:978]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCCIP","7KYS","BCCIP","BRCA2 and CDKN1A interacting protein [Source:HGNC Symbol;Acc:HGNC:978]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCLAF1","None","None","None",""
"BMS1","7MQ9","BMS1","BMS1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:23505]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BMS1","7MQA","BMS1","BMS1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:23505]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BOLL","None","None","None",""
"BOP1","None","None","None",""
"BRD2","1X0J","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","2DVQ","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","2DVR","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","2DVS","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","2DVV","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","2E3K","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","2G4A","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","2YDW","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","2YEK","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","3AQA","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","3ONI","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4A9E","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4A9F","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4A9H","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4A9I","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4A9J","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4A9M","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4A9N","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4A9O","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4AKN","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4ALG","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4ALH","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4J1P","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4MR5","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4MR6","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4QEU","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4QEV","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4QEW","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4UYF","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4UYG","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","4UYH","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5BT5","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5DFB","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5DFC","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5DFD","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5DW1","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5EK9","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5HEL","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5HEM","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5HEN","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5HFQ","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5IBN","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5IG6","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5N2L","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5O38","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5O39","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5O3A","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5O3B","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5O3C","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5O3D","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5O3E","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5O3F","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5O3G","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5O3H","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5O3I","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5U5S","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5U6V","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5UEW","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD2","5XHE","BRD2","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
